1.0,0.0
1.1674082,1.2201486
1.2371205,2.1199584
1.3110436,3.2016313
1.5144506,4.458653
1.5427269,5.7053194
1.5522118,6.9799223
1.5895555,8.101791
1.556743,9.321614
1.5327429,10.342413
1.5786995,11.492599
1.585188,12.509737
2.4073412,14.133144
3.7908738,14.310244
4.734586,13.636614
4.8134065,12.486355
4.675704,11.157015
4.7654634,10.0445795
4.8066235,8.916745
4.8596745,7.8897576
4.8651342,7.078339
4.892634,5.4742427
4.9162164,4.222754
4.1078396,4.273337
4.391992,2.3596306
5.2503347,2.1416028
5.863889,2.6664069
5.532326,0.89289814
6.1567574,2.1208324
6.8382854,3.6337364
6.869195,4.9818783
6.921986,6.0045614
6.97592,7.00408
7.0919647,8.1492
7.19976,9.138364
7.37377,10.006278
7.3079457,11.016684
7.1774445,13.084953
6.9416523,13.653547
8.023483,13.857268
8.422361,12.847141
8.653666,12.221218
9.488839,10.624422
9.5617285,9.678502
9.644286,8.637387
9.684229,7.514313
9.755803,6.411095
9.842195,5.2445927
9.936304,4.1023536
9.784429,3.0902355
10.298142,1.7889203
11.710604,1.2439473
12.7839575,1.2490289
13.261717,2.2501235
13.255654,3.342234
13.227582,4.3766522
13.400446,5.4163027
13.545047,6.507557
13.688535,7.5290284
13.764409,8.3575
13.790908,9.346459
13.85133,10.464769
13.861143,11.386277
13.904571,12.3422575
13.89588,13.433431
13.893849,14.747426
13.901162,15.97404
13.779785,17.136286
13.607713,18.14648
13.455603,19.203009
13.317404,20.30527
13.151898,21.848167
12.572729,22.651777
11.380049,24.409624
10.120954,23.803205
10.530385,22.865635
10.833433,21.854164
10.884859,20.719406
10.948581,20.211786
10.262734,20.296618
10.034845,18.631386
10.107286,17.643589
10.033769,16.674364
10.049252,15.630429
9.297527,16.198442
9.622467,17.302631
9.806176,18.411499
10.02223,19.685438
10.271428,20.972855
10.421294,21.937498
10.475963,23.022793
10.527751,24.823936
10.545577,25.56358
10.6835575,25.682997
10.21035,25.868494
9.1907015,25.915878
8.505111,25.841982
7.823926,24.784077
7.2626824,23.525152
7.116623,22.333189
7.0388117,21.101336
6.8532114,19.847025
6.709938,18.637817
6.558501,17.517673
6.4971895,16.424818
6.3886867,15.3389435
6.2687573,14.563458
6.0411224,13.42804
5.84607,12.495736
5.618852,12.266396
4.4110093,12.522057
3.8407416,13.526379
3.8443406,14.104617
4.2168717,15.225112
4.5265865,16.476946
4.7263813,17.733198
4.856938,18.485722
4.8911476,19.365166
4.964263,20.364313
4.195233,20.076683
4.4255543,23.133467
4.586549,24.24229
4.671027,25.120575
