1,0
1,1.1
1,2.2
1,3.3
1,4.4
1,5.5
1,6.6
1,7.7
1,8.8
1,9.9
1,11
1,12.1
1,13.2
2.5,13
4,13
4,11.9
4,10.8
4,9.7
4,8.6
4,7.5
4,6.4
4,5.3
4,4.2
4,3.1
4,2
4,0.9
5.5,1
7,1
7,2
7,3
7,4
7,5
7,6
7,7
7,8
7,9
7,10
7,11
7,12
7,13
8.5,13
10,13
10,12
10,11
10,10
10,9
10,8
10,7
10,6
10,5
10,4
10,3
10,2
10,1
11.5,1
13,1
13,2
13,3
13,4
13,5
13,6
13,7
13,8
13,9
13,10
13,11
13,12
13,13
13,14
13,15
13,16
13,17
13,18
13,19
13,20
13,21
13,22
13,23
13,24
13,25
13,26
11.5,25
10,25
10,23.8
10,22.6
10,21.4
10,20.2
10,19
10,17.8
10,16.6
10,15.4
10,14.2
8.5,14
7,14
7,14.9
7,15.8
7,16.7
7,17.6
7,18.5
7,19.4
7,20.3
7,21.2
7,22.1
7,23
7,23.9
7,24.8
7,25.7
5.5,25
4,25
4,23.9
4,22.8
4,21.7
4,20.6
4,19.5
4,18.4
4,17.3
4,16.2
4,15.1
4,14
2.5,14
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,21
1,22
1,23
1,24
1,25
