405029026480000,20579000,39.0,-1.8125,-38.0625,54.52558172546167
405029046078000,19598000,37.75,-1.8125,-38.3125,53.81631084067357
405029066133000,20055000,37.5,-1.625,-38.3125,53.635233580641746
405029086270000,20137000,37.0625,-1.375,-37.8125,52.96512708849097
405029106797000,20527000,35.8125,-1.375,-37.8125,52.098089576298285
405029126787000,19990000,36.5625,-1.125,-38.0625,52.79049097612182
405029149408000,22621000,35.8125,-1.125,-37.8125,52.09209093038981
405029167880000,18472000,35.8125,-1.375,-37.8125,52.098089576298285
405029189576000,21696000,37.0625,-1.625,-37.375,52.66080284471554
405029207934000,18358000,36.5625,-1.8125,-37.5625,52.450385782661314
405029228111000,20177000,36.5625,-2.5625,-37.8125,52.660877022225904
405029248196000,20085000,36.0625,-2.0625,-38.3125,52.65553597438735
405029268228000,20032000,35.5625,-2.0625,-39.0625,52.86609706371372
405029288419000,20191000,36.3125,-2.0625,-38.8125,53.190804832696415
405029311201000,22782000,37.0625,-2.0625,-38.8125,53.70561394072318
405029329609000,18408000,37.75,-2.8125,-38.5625,54.03738578521356
405029348937000,19328000,37.75,-2.8125,-38.0625,53.68171534610272
405029368762000,19825000,37.0625,-3.3125,-38.0625,53.22927266786575
405029389060000,20298000,36.5625,-3.0625,-38.0625,52.8672792826527
405029408820000,19760000,35.5625,-3.0625,-37.5625,51.8170987102713
405029429432000,20612000,36.0625,-3.0625,-38.0625,52.522725736103986
405029449621000,20189000,36.0625,-2.5625,-37.8125,52.31496409967229
405029471864000,22243000,36.8125,-2.5625,-37.5625,52.656129450900586
405029490282000,18418000,38.0,-2.3125,-38.0625,53.8340186359889
405029509787000,19505000,37.75,-2.3125,-37.8125,53.48079386564863
405029530229000,20442000,38.25,-2.3125,-37.8125,53.8348893608968
405029550634000,20405000,38.0,-2.3125,-38.3125,54.011066574360484
405029570214000,19580000,38.25,-2.0625,-38.3125,54.177154433395636
405029590197000,19983000,38.25,-1.8125,-37.8125,53.81573015856981
405029610396000,20199000,38.0,-1.8125,-37.8125,53.638328763114906
405029634810000,24414000,38.0,-1.8125,-37.375,53.33081455640819
405029652707000,17897000,37.5,-2.3125,-37.125,52.81915638525477
405029671183000,18476000,38.0,-2.3125,-37.375,53.35014790279405
405029690876000,19693000,38.5,-2.3125,-37.375,53.70743227198634
405029715388000,24512000,38.5,-2.3125,-37.375,53.70743227198634
405029732890000,17502000,38.0,-2.0625,-37.8125,53.64735839256207
405029758060000,25170000,37.5,-2.3125,-38.0625,53.48225465049131
405029776632000,18572000,36.8125,-2.8125,-38.0625,53.02663687949671
405029796728000,20096000,36.5625,-2.8125,-38.0625,52.853386540031664
405029816699000,19971000,37.5,-3.3125,-37.8125,53.357359497074064
405029836735000,20036000,38.0,-3.5625,-37.375,53.418929521752865
405029857924000,21189000,39.25,-3.3125,-37.125,54.12763417377486
405029877881000,19957000,39.75,-3.3125,-37.125,54.49129087523987
405029898273000,20392000,39.75,-3.0625,-37.125,54.47666501585794
405029918949000,20676000,39.75,-3.0625,-37.8125,54.947489137357316
405029939996000,21047000,39.5,-3.3125,-37.5625,54.60919393746808
405029959623000,19627000,40.0,-3.0625,-37.5625,54.957440920224805
405029979603000,19980000,39.5,-3.0625,-37.5625,54.594599664252506
405030001383000,21780000,39.5,-3.0625,-37.125,54.294516585471136
405030019983000,18600000,39.75,-2.8125,-37.125,54.463182804992215
405030040061000,20078000,39.25,-2.8125,-37.375,54.27120121436414
405030060680000,20619000,39.75,-2.8125,-37.375,54.633902306626425
405030080618000,19938000,40.0,-2.3125,-37.375,54.792684559619815
405030101109000,20491000,39.75,-2.3125,-37.8125,54.910794134669004
405030122218000,21109000,40.25,-2.0625,-38.0625,55.435280395250096
405030142310000,20092000,40.5,-2.0625,-38.0625,55.61706404063415
405030162159000,19849000,40.75,-2.0625,-38.3125,55.97020691850263
405030182033000,19874000,41.0,-2.3125,-38.5625,56.33306367045911
405030202256000,20223000,40.5,-2.5625,-38.0625,55.63784963943161
405030221864000,19608000,40.25,-2.5625,-38.0625,55.45613412869671
405030243165000,21301000,40.0,-2.8125,-37.5625,54.9440766825688
405030267276000,24111000,39.75,-3.0625,-37.125,54.47666501585794
405030282329000,15053000,40.0,-3.0625,-37.5625,54.957440920224805
405030302214000,19885000,39.0,-2.8125,-37.375,54.090671850606554
405030322257000,20043000,38.75,-2.5625,-38.0625,54.377226965890785
405030342306000,20049000,38.75,-2.0625,-38.5625,54.70724643500164
405030362331000,20025000,38.5,-2.3125,-37.8125,54.01280230186173
405030382482000,20151000,39.25,-2.5625,-38.0625,54.73465823863341
405030402780000,20298000,39.25,-3.0625,-38.0625,54.76034434241625
405030423745000,20965000,38.5,-3.0625,-37.375,53.74494889057017
405030443023000,19278000,38.75,-3.0625,-37.5625,54.0544430412524
405030463186000,20163000,39.25,-3.0625,-37.375,54.28473110599333
405030484948000,21762000,39.75,-2.5625,-37.125,54.450845092156285
405030504474000,19526000,41.0,-2.3125,-37.375,55.52691492645706
405030523855000,19381000,41.0,-2.0625,-37.375,55.51706522547819
405030544018000,20163000,41.0,-1.625,-37.375,55.50253372594804
405030565331000,21313000,41.0,-1.125,-37.125,55.32206838143346
405030586257000,20926000,40.5,-0.375,-36.875,54.77368209277152
405030605793000,19536000,41.0,0.375,-37.375,55.48000766041764
405030625867000,20074000,40.75,0.625,-37.5625,55.42467439011257
405030647207000,21340000,40.75,0.875,-37.375,55.301164092630096
405030666195000,18988000,40.75,0.625,-37.5625,55.42467439011257
405030686050000,19855000,39.75,0.375,-37.375,54.56275057216232
405030705908000,19858000,40.0,0.625,-37.5625,54.87560506500133
