1.0,0.0
1.0608065,1.1291809
1.2023165,1.8634933
1.3605161,3.242072
1.6317042,4.646235
1.6868123,6.086619
1.9097091,7.264024
1.977474,8.023648
2.0023117,9.0499115
2.0609832,10.27306
1.687607,11.381056
1.6699387,12.667588
1.5544436,13.600505
1.5069399,14.471376
1.4744537,15.47637
1.5344609,16.75999
1.5928899,17.914776
1.653963,19.580128
1.6791574,20.861654
1.7440877,22.013477
2.193657,23.042223
3.2644928,23.26258
3.6791706,22.592558
3.9535701,22.046543
4.0870304,20.847288
4.2778993,19.503939
4.3708754,18.391827
4.5576477,17.19837
4.699195,15.951115
4.879542,15.112876
4.947439,14.356764
5.0832906,13.308179
5.0780053,12.073935
4.9701567,11.054316
4.9275813,9.808661
5.0370235,8.603036
5.1067424,7.5239363
5.188548,6.443974
5.30208,5.3946996
5.482616,4.9753594
5.658032,4.255091
6.0516844,2.8427114
6.521029,1.8477145
7.4166837,1.0175711
8.567761,0.86323875
9.297812,1.0233444
9.27149,2.439695
9.139053,3.377665
8.992058,4.3372264
8.918822,5.181478
8.74819,6.2700295
8.727127,7.047219
8.532853,8.767417
8.620746,9.676458
8.859286,11.732607
9.00502,12.906434
8.961387,13.861772
8.876568,14.191429
8.842823,14.893964
8.869518,16.609486
8.777403,17.306004
8.742274,18.992865
8.632178,20.624556
8.389395,21.621878
8.745695,23.547094
8.663727,24.61709
8.745836,25.57516
9.2967415,25.704718
10.075913,25.979183
10.432122,24.78027
10.435414,23.5054
10.652902,22.61016
11.094309,20.968388
11.489271,19.782473
11.555573,18.683508
11.975012,17.464128
12.117161,16.315083
12.145509,15.280297
12.312766,13.954004
12.421394,12.824509
12.623969,11.695898
12.7477,10.606603
12.880776,9.671672
12.921021,8.84824
12.846967,7.6779633
12.900443,6.3904576
13.458041,5.5729938
13.631931,6.614238
13.527212,7.5929503
13.297996,8.353209
13.356419,8.91188
13.476783,9.402992
13.51287,10.184388
13.528091,10.904081
13.562597,12.118553
13.548053,13.410034
13.609891,14.864552
13.649522,16.104725
13.772838,17.383636
13.858561,18.572157
13.896788,19.455738
13.922179,20.477594
13.963293,21.653477
