1694,0.5293462856101978,0.66543204,0.97058415,61.493859803906766,43.1875,-3.5625,-34.625,-0.9508332312107086,-0.0045627947659948155,1529,-0.4249141275747066
1694,0.43781194953980945,0.42632988,1.7891409,66.3996618671973,45.625,-4.8125,-31.9375,0.17829865217208862,-0.004816787519125972,1403,-0.24982809244879006
1694,0.5790732849655711,0.6524485,2.2707496,65.46775823414625,44.4375,-1.8125,-29.25,0.17811822891235352,-0.009738583886835853,1442,-0.07158879950078147
1694,0.452714329841044,1.3477288,4.378074,65.38984647439315,42.9375,-4.3125,-30.4375,0.0,-0.013642867427065202,1529,-0.04431092526900696
1694,0.4689326792468604,1.4032565,5.7046742,59.658432082000196,40.25,-0.625,-31.1875,0.0,-0.01196891554579378,1694,0.03674203258794785
1694,0.47225015679229193,1.44181,6.9726005,57.63761215450162,38.0,-1.375,-31.1875,0.0,-0.008444895543313456,1694,0.03295998317572473
1694,0.4539997625679554,1.4842225,8.019538,57.3296340828972,38.0,-3.0625,-33.6875,0.0,-0.013549582204456023,1694,0.016276615251032876
1694,0.5456202258252398,1.4569505,9.2608185,57.302903680560796,37.3125,-2.3125,-35.125,0.0,-0.014319821717246524,1694,0.02807960948936054
1694,0.4756237995258424,1.4837124,10.344338,55.973054219334486,37.5,-3.8125,-33.6875,0.0,-0.019113315738471755,1694,-0.01709377072923974
1694,0.5205382699087654,1.5303543,11.238312,58.93837601736273,38.25,-1.8125,-33.4375,0.0,-0.01932907565275846,1694,0.020565708129848318
1694,0.5759995972836227,1.6035576,12.439976,58.43004330948554,39.25,-3.0625,-35.375,0.0,-0.02251048536215176,1694,0.01031147686172484
1694,0.5446922147054446,1.8704693,13.234352,58.348307681262945,41.0,0.625,-35.125,0.0,-0.023858738893874326,1694,0.1587722270051191
1694,0.8925436252264063,3.1679783,14.023958,40.3743878750214,14.4375,33.0625,-34.625,1.164427027106285,-0.03527466135302098,1694,1.3335268158820321
1694,0.8135825709220322,4.331957,13.9718895,41.634665112649785,-5.25,29.875,-34.625,0.34806251525878906,-0.028072619024479904,1694,1.682739778979171
1694,0.7978899404509175,5.487963,13.692023,47.248043679376785,-12.125,28.125,-35.625,0.0,-0.018119461615570008,1694,1.815552158143864
1694,0.8211019864561565,5.7385354,12.881946,52.0708495861382,-32.25,9.1875,-31.9375,0.9374083280563354,-0.00988404434273454,1694,2.73360061526326
1694,0.8827121252423317,5.633653,11.597324,43.277641438265256,-39.125,-5.75,-27.75,-5.86057448387146,-0.006750919771215639,1694,-3.111283513832407
1694,0.8772615502247281,5.644225,10.492473,49.01666017769628,-41.0625,-4.0625,-26.5625,0.0,-0.009205412210317853,1694,-3.1161941928027965
1694,0.8908919695214629,5.638684,9.3555355,48.23924942347969,-40.875,-6.5,-25.0625,0.0,-0.002056335566237162,1694,-3.0987650659770494
1694,0.9029566527725759,5.6242685,8.237642,46.7468821495535,-40.625,-2.8125,-22.625,0.0,-0.004766321208091774,1694,-3.104286970900588
1694,0.8750782665233882,5.4993625,7.119233,46.761700442330216,-41.0625,-4.3125,-17.9375,0.0,-0.0031635378729529752,1694,-3.0830953486049597
1694,0.8050606981735572,5.5489697,6.0368533,44.52150052884235,-41.0625,2.3125,-20.125,6.188462972640991,7.166481067636422E-4,1694,3.1013675433380907
1694,0.7322126572630756,5.739003,5.037109,44.44797118109173,-41.8125,3.0625,-24.8125,0.0,0.009810482907733044,1694,3.044206610617516
1694,0.677793236352968,5.9890656,3.8742378,52.137331773952916,-42.5625,3.8125,-30.25,0.0,0.012602880851062623,1694,3.00448170505851
1694,0.649390811173866,6.1136136,2.6811316,53.22947066654117,-42.5625,1.375,-36.625,0.0,0.009401140746809348,1693,2.997793468404849
1694,0.6480763671080777,6.5758924,1.7038032,52.99882688301745,-34.9375,14.125,-40.5625,-0.3770887851715088,0.009538164641366136,1673,2.613686057903347
1694,0.7141183078695085,6.62317,1.8010087,54.155940394164325,18.625,25.4375,-54.8125,-1.6844121813774109,0.004710465883928887,1694,0.9333650780946658
1694,0.6090550856762333,7.042436,2.5075502,65.25842125931806,35.0625,-3.0625,-48.375,-0.8234352320432663,-0.020631597222238934,1694,0.09900467706720045
1694,0.6402776912557455,7.2351594,3.5315595,66.02456803777028,41.9375,-10.4375,-38.0625,-0.23411576449871063,0.01786801255084261,1694,-0.12486217427068831
1694,0.6412363684106684,7.3435388,4.3830442,62.23965894571163,43.6875,-8.25,-33.875,0.0,0.028955653968449884,1694,-0.0956253498364446
1694,0.6586441689917071,7.355643,5.3793755,62.61832054600874,45.375,-5.75,-31.9375,0.0,0.030887417625888758,1694,-0.041811984731392374
1694,0.6682995124173493,7.3202553,6.4318314,62.95388916194945,48.125,-5.0625,-30.0,0.0,0.03170545931873461,1694,-0.040421424593467495
1694,0.9449922593340128,7.204075,7.3835435,63.67535421198167,49.0625,-6.0,-28.5,0.0,0.04401022826095959,1694,-0.046325425570092615
1694,1.5461857652264672,6.9861865,8.609579,64.32704379939254,50.5625,-2.3125,-28.5,0.0,0.06682777728354931,1694,0.004990357134170471
1694,1.3554167015484573,4.2160144,9.819778,61.35801362686679,49.8125,-2.5625,-30.4375,0.0,0.12550910989544134,1694,0.018948997666252094
1694,0.998434535338231,4.186027,10.979092,65.93340281810637,52.0,0.125,-33.6875,0.0,0.20783499898246077,1694,0.06116526151299118
1694,0.7885384382146712,4.1396856,12.144025,69.40217058039045,51.5625,0.375,-35.625,0.0,0.24091790980557795,1694,0.07301398133337997
1694,0.6692104866488641,4.514241,13.268795,59.21665886704437,47.875,11.4375,-36.875,0.26981672644615173,0.26586160805487613,1694,0.3549427171477069
1694,0.8742655837554884,6.095282,14.555891,50.18008017774696,20.3125,36.0,-43.0,0.9176383316516876,0.2796107069398953,1694,1.2642851434752824
1694,0.8725275579385154,7.1150365,14.428021,59.28470691699192,0.1875,26.1875,-46.9375,0.34410178661346436,0.2553784563002109,1694,1.6088946618019058
1694,0.8319468454460632,7.8808403,13.59459,47.166151077523445,-18.75,13.375,-45.9375,0.8066748380661011,0.25920137760693673,1694,2.412962403010042
1694,0.8883190399668051,8.089732,12.539287,50.75054054316373,-28.0625,-1.625,-42.75,0.5317075252532959,0.25766019257521217,1694,2.944511178701607
1694,0.9801572670437697,8.385025,11.277997,55.86735260439785,-29.5625,-3.5625,-41.5,0.0,0.2639823323717371,1694,3.055064474669978
1694,0.9861258392137413,8.414659,10.047773,50.391403974703884,-30.3125,-7.25,-38.3125,-6.184662103652954,0.26343612749456113,1694,-3.1283638632085813
1694,1.0353099985672731,8.473944,8.819667,47.28601748123987,-31.25,-2.5625,-36.125,6.235242605209351,0.2683926669978618,1694,3.1063649965514717
1694,0.9982556536983709,8.4713,7.660676,48.889338984787315,-31.0,-5.0625,-37.375,0.0,0.269808821141662,1694,3.1094392959228183
1694,0.9811441015248873,8.430467,6.5427747,48.73878123137438,-31.25,-5.3125,-35.625,-6.255252361297607,0.2775976689325629,1694,-3.136014001230917
