321141562694000,19652000,-0.47467232
321141582069000,19375000,-0.43626213
321141601539000,19470000,-0.22545528
321141621018000,19479000,-0.22494316
321141640636000,19618000,-0.39648914
321141660413000,19777000,-0.758976
321141679636000,19223000,-0.72045135
321141701624000,21988000,-0.28006172
321141723418000,21794000,-0.20338154
321141742751000,19333000,-0.33797455
321141762230000,19479000,-0.56927776
321141781698000,19468000,-0.3790493
321141801437000,19739000,-0.3032198
321141820682000,19245000,-0.03475094
321141840155000,19473000,-0.4939947
321141860375000,20220000,-0.5329151
321141879139000,18764000,-0.32387257
321141898611000,19472000,-0.5361557
321141918101000,19490000,-0.096497536
321141939166000,21065000,-0.115003586
321141957458000,18292000,-0.8411579
321141976657000,19199000,-0.4582901
321141996092000,19435000,-0.32522774
321142015544000,19452000,-0.30670166
321142035110000,19566000,-0.6507969
321142054530000,19420000,-0.49715805
321142073993000,19463000,-0.40119648
321142093490000,19497000,-0.4963503
321142112977000,19487000,-0.47705936
321142132459000,19482000,-0.45851994
321142151946000,19487000,-0.439538
321142174695000,22749000,-0.3047161
321142193727000,19032000,-0.3617277
321142212912000,19185000,-0.4570408
321142234825000,21913000,-0.45705128
321142256992000,22167000,-0.437932
321142276230000,19238000,-0.34232807
321142296039000,19809000,-0.1900568
321142316926000,20887000,-0.40089417
321142334898000,17972000,-0.32406712
321142354130000,19232000,-0.40034103
321142373587000,19457000,-0.4572401
321142393083000,19496000,-0.4571314
321142412587000,19504000,-0.38025475
321142432055000,19468000,-0.5332031
321142451532000,19477000,-0.5907173
321142471182000,19650000,-0.41870022
321142490538000,19356000,-0.30403042
321142510031000,19493000,-0.36160374
321142529617000,19586000,-0.38122463
321142549137000,19520000,-0.22836113
321142568598000,19461000,-0.43834686
321142588302000,19704000,-0.59117603
321142607721000,19419000,-0.45712566
321142627164000,19443000,-0.552804
321142647346000,20182000,-0.3990221
321142666331000,18985000,-0.36029148
321142685635000,19304000,-0.4362173
321142704995000,19360000,-0.47394276
321142724933000,19938000,-0.49238586
321142744501000,19568000,-0.5680485
321142764325000,19824000,-0.45223713
321142783440000,19115000,-0.49066925
321142802594000,19154000,-0.6442671
321142822748000,20154000,-0.5112772
321142844868000,22120000,-0.49281693
321142865568000,20700000,-0.3583908
321142882678000,17110000,-0.4919386
321142902257000,19579000,-0.5494127
321142921648000,19391000,-0.33993626
321142941145000,19497000,-0.26399708
321142960631000,19486000,-0.4174261
321142980111000,19480000,-0.37891197
321142999638000,19527000,-0.45524788
321143019127000,19489000,-0.43606567
321143038874000,19747000,-0.64697266
321143058369000,19495000,-0.5705242
321143077793000,19424000,-0.8001566
321143097909000,20116000,-0.6848297
321143116749000,18840000,-0.5127573
321143136166000,19417000,-0.13097191
321143155657000,19491000,-0.13294125
321143175503000,19846000,-0.21158028
321143194686000,19183000,-0.1558609
321143214230000,19544000,-0.17563534
321143233751000,19521000,-0.04119873
321143253228000,19477000,-0.4232235
321143273094000,19866000,-0.59573936
321143292066000,18972000,-0.6156254
321143311545000,19479000,-0.44267464
321143331215000,19670000,-0.4984522
321143350776000,19561000,-0.7074547
321143371036000,20260000,-0.85985184
321143391976000,20940000,-0.7260456
321143414274000,22298000,-0.76558876
321143437109000,22835000,-0.479537
321143455109000,18000000,-0.48104763
321143474612000,19503000,-0.13789845
321143494124000,19512000,-0.024841309
321143513728000,19604000,-0.19991302
321143533195000,19467000,-0.50818825
321143552622000,19427000,-0.7007742
321143572110000,19488000,-0.27990532
321143591736000,19626000,-0.24114227
321143611232000,19496000,-0.29800892
321143630712000,19480000,-0.29855442
321143650294000,19582000,-0.26155186
321143669831000,19537000,-0.415308
321143689224000,19393000,-0.4917574
321143709273000,20049000,-0.47283077
321143728263000,18990000,-0.4360485
321143747636000,19373000,-0.45708275
321143767100000,19464000,-0.59225273
321143787082000,19982000,-0.72604847
321143808370000,21288000,-0.7434387
321143827848000,19478000,-0.6272392
321143847329000,19481000,-0.41692066
321143866944000,19615000,-0.5525656
321143886308000,19364000,-0.20934963
321143905867000,19559000,-0.09504318
321143925425000,19558000,-0.018399239
321143944885000,19460000,-0.075398445
321143969479000,24594000,-0.037457466
321143991449000,21970000,-0.19198799
321144008128000,16679000,-0.21108246
321144028174000,20046000,-0.34293842
321144047135000,18961000,-0.43627167
321144066623000,19488000,-0.4155798
321144086119000,19496000,-0.45329857
321144105883000,19764000,-0.56718445
321144129727000,23844000,-0.67898464
321144147372000,17645000,-0.63880634
321144167313000,19941000,-0.40649033
321144186144000,18831000,-0.38462162
321144205613000,19469000,-0.5163307
321144227491000,21878000,-0.3428278
321144247073000,19582000,-0.32227898
321144267280000,20207000,-0.4729252
321144289683000,22403000,-0.52875614
321144310580000,20897000,-0.58418846
321144329802000,19222000,-0.639575
321144349428000,19626000,-0.6367674
321144368801000,19373000,-0.7874918
321144388278000,19477000,-0.57522774
321144407975000,19697000,-0.3439207
321144427297000,19322000,-0.016667366
321144446804000,19507000,-0.2642002
321144467549000,20745000,-0.5324621
321144485896000,18347000,-0.22800922
321144505202000,19306000,-0.30610752
321144524793000,19591000,-0.40267467
321144544200000,19407000,-0.5757046
321144563705000,19505000,-0.5380144
321144583187000,19482000,-0.5766258
321144602661000,19474000,-0.5765333
321144622190000,19529000,-0.63364315
321144641678000,19488000,-0.6716242
321144661974000,20296000,-0.65349007
321144681077000,19103000,-0.6173973
321144700400000,19323000,-0.31381226
321144720033000,19633000,-0.1436243
321144739594000,19561000,-0.14567566
321144758730000,19136000,0.082118034
321144778286000,19556000,0.02322197
321144798094000,19808000,-0.28476715
321144818170000,20076000,-0.18968105
321144837002000,18832000,-0.22792244
321144856383000,19381000,-0.53367424
321144876490000,20107000,-0.6287842
321144895012000,18522000,-0.39863968
321144914489000,19477000,-0.26421356
321144933989000,19500000,-0.47353745
321144953487000,19498000,-0.41452885
321144972992000,19505000,-0.3559866
321144992472000,19480000,-0.20164967
321145012308000,19836000,-0.4877758
321145031842000,19534000,-0.54441357
321145053328000,21486000,-0.39072132
321145073106000,19778000,-0.2742672
321145093161000,20055000,-0.21490383
321145112098000,18937000,-0.19348049
321145131315000,19217000,-0.21015263
321145150808000,19493000,-0.53331184
321145170368000,19560000,-0.62746906
321145189866000,19498000,-0.3199644
321145209345000,19479000,-0.33680534
321145229094000,19749000,-0.5636902
321145248582000,19488000,-0.6964016
321145268531000,19949000,-0.63901234
321145287714000,19183000,-0.35179424
321145307167000,19453000,-0.44661236
321145326530000,19363000,-0.7325926
321145345953000,19423000,-0.732234
321145365442000,19489000,-0.6743851
321145385037000,19595000,-0.5788841
321145404491000,19454000,-0.3876295
321145424018000,19527000,-0.4057846
321145443797000,19779000,-0.30859756
321145464378000,20581000,-0.3833866
321145482212000,17834000,-0.11260414
321145501686000,19474000,-0.45315456
321145521170000,19484000,-0.50708485
321145540668000,19498000,-0.4472828
321145560158000,19490000,-0.27201176
321145579652000,19494000,-0.36269093
321145599526000,19874000,-0.7778244
321145618684000,19158000,-1.0434628
321145638307000,19623000,-0.79377365
321145657798000,19491000,-0.65962124
321145677106000,19308000,-0.6588135
321145696595000,19489000,-0.8491087
321145716083000,19488000,-0.8877697
321145735585000,19502000,-0.41129684
321145755089000,19504000,-0.16414833
321145774618000,19529000,0.0056524277
321145794062000,19444000,0.15450096
321145814046000,19984000,0.20747566
321145833238000,19192000,-0.0056409836
321145852686000,19448000,-0.15811157
321145872257000,19571000,-0.63486385
321145891712000,19455000,-0.92105865
321145911287000,19575000,-0.69164467
321145930825000,19538000,-0.46320057
321145950914000,20089000,-0.5590229
321145970027000,19113000,-0.59716225
321145989000000,18973000,-0.7512636
321146009005000,20005000,-0.7923794
321146027977000,18972000,-0.3370676
321146047475000,19498000,-0.015425682
321146067078000,19603000,-0.2086935
321146086735000,19657000,-0.4768257
321146106198000,19463000,-0.5144787
321146126310000,20112000,-0.4194641
321146145601000,19291000,-0.3248453
321146164581000,18980000,-0.36347485
321146184138000,19557000,-0.34377956
321146203577000,19439000,-0.49575138
321146223100000,19523000,-0.47555733
321146242612000,19512000,-0.49502373
321146261895000,19283000,-0.66738415
321146281376000,19481000,-0.41861725
321146300856000,19480000,-0.26608944
321146320344000,19488000,-0.26715183
321146339908000,19564000,-0.09508419
321146359387000,19479000,-0.3431406
321146379003000,19616000,-0.57325363
321146398477000,19474000,-0.44091892
321146418139000,19662000,-0.23096848
321146437646000,19507000,-0.25011158
321146457171000,19525000,-0.2882042
321146476803000,19632000,-0.3466673
321146497422000,20619000,-0.73098946
321146515210000,17788000,-0.9421444
321146534680000,19470000,-0.904109
321146554185000,19505000,-0.75119686
321146573645000,19460000,-0.8088274
321146593165000,19520000,-0.96238613
321146612692000,19527000,-0.6945162
321146632170000,19478000,-0.5801554
321146652555000,20385000,-0.46646214
321146671604000,19049000,-0.29699707
321146690704000,19100000,0.15923405
321146710221000,19517000,0.1767416
321146729673000,19452000,-0.09219265
321146749178000,19505000,-0.34280872
321146768639000,19461000,-0.17353249
321146788387000,19748000,-0.08033657
321146807434000,19047000,-0.35056686
321146826966000,19532000,-0.5056524
321146846404000,19438000,-0.45031548
321146865890000,19486000,-0.52891636
321146885368000,19478000,-0.47256756
321146904924000,19556000,-0.4341278
321146924331000,19407000,-0.56785583
321146943877000,19546000,-0.58719635
321146963417000,19540000,-0.3382616
321146982896000,19479000,-0.414546
321147002742000,19846000,-0.47105598
321147021828000,19086000,-0.41335392
321147041313000,19485000,-0.29883194
321147060798000,19485000,-0.20344639
321147080730000,19932000,-0.107652664
321147099872000,19142000,-0.5098448
321147119811000,19939000,-0.52907276
321147138950000,19139000,-0.33745384
321147158417000,19467000,-0.20312786
321147178231000,19814000,-0.47025204
321147197651000,19420000,-0.4499731
321147216598000,18947000,-0.31587029
321147236076000,19478000,-0.50734234
321147255560000,19484000,-0.46876812
321147275039000,19479000,-0.60260963
321147294525000,19486000,-0.42990398
321147316565000,22040000,-0.31493855
321147336013000,19448000,-0.29559803
321147355492000,19479000,-0.3146305
321147374956000,19464000,-0.48617744
321147394437000,19481000,-0.5804968
321147414285000,19848000,-0.55961895
321147433641000,19356000,-0.38604546
321147453674000,20033000,-0.42380238
321147472622000,18948000,-0.19288158
321147491995000,19373000,-0.32559013
321147511472000,19477000,-0.51650906
321147530791000,19319000,-0.45872784
321147550444000,19653000,-0.40079498
321147569713000,19269000,-0.6299019
321147589225000,19512000,-0.57170296
321147608857000,19632000,-0.5710602
321147629049000,20192000,-0.398448
321147647972000,18923000,-0.34091854
321147667328000,19356000,-0.3412428
321147686816000,19488000,-0.3031826
321147706299000,19483000,-0.5132437
321147725778000,19479000,-0.5323448
321147745254000,19476000,-0.51320744
321147765473000,20219000,-0.35937977
321147785555000,20082000,-0.5886526
321147805611000,20056000,-0.588583
321147823372000,17761000,-0.37844467
321147842646000,19274000,-0.2635708
321147862134000,19488000,-0.4543705
321147881617000,19483000,-0.4344988
321147900945000,19328000,-0.52999496
321147920428000,19483000,-0.4342184
321147939921000,19493000,-0.3186636
321147959497000,19576000,-0.31836033
321147979025000,19528000,-0.35694122
321148000200000,21175000,-0.35702705
321148018012000,17812000,-0.49173546
321148037417000,19405000,-0.37674046
321148056880000,19463000,-0.35736656
321148076361000,19481000,-0.31928635
321148096223000,19862000,-0.3957901
321148115772000,19549000,-0.58772945
321148135089000,19317000,-0.6648083
321148155007000,19918000,-0.47372913
321148174113000,19106000,-0.3972025
321148193368000,19255000,-0.5120516
321148212990000,19622000,-0.35921574
321148232331000,19341000,-0.24498749
321148252131000,19800000,-0.3598566
321148272980000,20849000,-0.26379013
321148290974000,17994000,-0.30236435
321148310470000,19496000,-0.20714569
321148330294000,19824000,-0.37969017
321148349495000,19201000,-0.45702553
321148368718000,19223000,-0.47629452
321148388229000,19511000,-0.37982178
321148410302000,22073000,-0.5133219
321148431028000,20726000,-0.3031826
321148448904000,17876000,-0.15050411
321148468385000,19481000,-0.28411198
321148487972000,19587000,-0.4180231
321148509976000,22004000,-0.3989582
321148529347000,19371000,-0.4183607
321148548824000,19477000,-0.22610855
321148568405000,19581000,-0.39728832
321148587914000,19509000,-0.5695143
321148607413000,19499000,-0.474288
321148626969000,19556000,-0.34092712
321148646443000,19474000,-0.7806387
321148665960000,19517000,-0.76044273
321148685930000,19970000,-0.58849335
321148704980000,19050000,-0.607687
321148724299000,19319000,-0.24506474
321148743746000,19447000,0.04076004
321148763251000,19505000,-0.36144638
321148782712000,19461000,-0.34232998
321148802719000,20007000,-0.457263
321148821771000,19052000,-0.3423128
321148841335000,19564000,-0.5335121
321148861242000,19907000,-0.47589874
321148880321000,19079000,-0.41896725
321148899668000,19347000,-0.361701
321148919483000,19815000,-0.64914036
321148939545000,20062000,-0.3618641
321148958054000,18509000,-0.30437565
321148979986000,21932000,-0.4567833
321148999495000,19509000,-0.32257462
321149018786000,19291000,-0.2655592
321149039302000,20516000,-0.24622917
321149057769000,18467000,-0.5137377
321149077296000,19527000,-0.53175735
321149096759000,19463000,-0.45487976
321149116333000,19574000,-0.5309248
321149135716000,19383000,-0.5691757
321149155194000,19478000,-0.35908508
