4,0
4,1.05
4,2.1
4,3.15
4,4.2
4,5.25
4,6.3
4,7.35
4,8.4
4,9.45
4,10.5
4,11.55
4,12.6
4,13.65
4,14.7
4,15.75
4,16.8
4,17.85
4,18.9
4,19.95
4,21
4,22.05
4,23.1
4,24.15
4,25.2
5.5,25
7,25
7,24
7,23
7,22
7,21
7,20
7,19
7,18
7,17
7,16
7,15
7,14
7,13
7,12
7,11
7,10
7,9
7,8
7,7
7,6
7,5
7,4
7,3
7,2
8.5,2
10,2
10,2.9
10,3.8
10,4.7
10,5.6
10,6.5
10,7.4
10,8.3
10,9.2
10,10.1
10,11
10,11.9
10,12.8
10,13.7
10,14.6
10,15.5
10,16.4
10,17.3
10,18.2
10,19.1
10,20
10,20.9
10,21.8
10,22.7
10,23.6
10,24.5
10,25.4
11.5,25
13,25
13,24
13,23
13,22
13,21
13,20
13,19
13,18
13,17
13,16
13,15
13,14
13,13
13,12
13,11
13,10
13,9
13,8
13,7
13,6
13,5
13,4
13,3
13,2
