151058754863000,19201000,45.375,-0.9375,-37.5,58.87290999475056
151058774664000,19801000,45.125,-0.6875,-37.3125,58.557330348129774
151058794709000,20045000,44.875,-0.9375,-36.5625,57.89180371607021
151058814836000,20127000,44.875,-0.9375,-36.3125,57.73423756749543
151058834869000,20033000,44.1875,-0.6875,-35.5625,56.72476724280145
151058856150000,21281000,43.1875,-0.6875,-35.5625,55.94930043128332
151058876145000,19995000,42.6875,-0.4375,-35.5625,55.5617266537857
151058897140000,20995000,42.1875,-0.1875,-35.5625,55.177094149202894
151058916444000,19304000,41.9375,0.0625,-35.3125,54.824542576751156
151058936407000,19963000,42.6875,-0.1875,-35.3125,55.4006359958981
151058956580000,20173000,42.6875,0.0625,-35.0625,55.241338404767134
151058976789000,20209000,42.9375,-0.1875,-35.0625,55.43503376701416
151058996558000,19769000,43.4375,-0.1875,-35.5625,56.13860497687843
151059022325000,25767000,43.1875,-0.1875,-35.0625,55.62889733537777
151059037265000,14940000,43.6875,-0.1875,-35.5625,56.332266231263944
151059058851000,21586000,44.4375,0.3125,-35.5625,56.91643408322415
151059077513000,18662000,45.125,0.3125,-35.0625,57.146672584674604
151059097558000,20045000,45.875,0.3125,-35.3125,57.8928833061543
151059117558000,20000000,45.625,0.3125,-34.8125,57.39031658302645
151059137609000,20051000,44.875,0.0625,-34.8125,56.79506745748261
151059157765000,20156000,43.9375,-0.1875,-35.3125,56.36942184154455
151059178193000,20428000,43.6875,-0.1875,-35.8125,56.490423690657515
151059198274000,20081000,44.4375,-0.1875,-36.0625,57.229629290691726
151059219409000,21135000,45.125,-0.4375,-36.0625,57.76643434988869
151059238767000,19358000,45.625,0.0625,-36.0625,58.15624160397575
151059258676000,19909000,46.125,0.3125,-36.0625,58.55012542685114
151059278743000,20067000,45.875,-0.1875,-36.5625,58.66316721333754
151059298912000,20169000,45.875,0.0625,-36.5625,58.662900861617814
151059319166000,20254000,45.875,-0.1875,-36.0625,58.352846438712824
151059342116000,22950000,45.125,-0.4375,-36.0625,57.76643434988869
151059360523000,18407000,44.625,0.0625,-36.0625,57.37506808274828
151059382332000,21809000,44.875,0.3125,-36.5625,57.88505582186131
151059401546000,19214000,44.875,0.3125,-36.8125,58.04328934080149
151059420927000,19381000,45.375,0.5625,-36.5625,58.27541023021631
151059440992000,20065000,45.875,0.3125,-36.0625,58.35338197139905
151059461598000,20606000,45.375,0.0625,-35.8125,57.80510087786371
151059481315000,19717000,45.375,0.0625,-36.3125,58.1161955697377
151059501191000,19876000,44.875,0.0625,-36.3125,57.72665924423481
151059521250000,20059000,44.4375,0.3125,-36.3125,57.388036373010706
151059544791000,23541000,43.6875,0.0625,-35.5625,56.331988858463006
151059564676000,19885000,44.1875,0.0625,-35.5625,56.72063529924537
151059584782000,20106000,44.625,0.0625,-35.8125,57.218263583404905
151059605026000,20244000,45.375,0.0625,-36.3125,58.1161955697377
151059624937000,19911000,46.375,0.3125,-37.0625,59.366380953364505
151059645597000,20660000,46.375,0.0625,-36.8125,59.209836070538145
151059666951000,21354000,46.875,-0.1875,-36.5625,59.448441421958236
151059686271000,19320000,46.625,-0.6875,-36.8125,59.409792437779146
151059706067000,19796000,46.625,-0.6875,-37.0625,59.5650248677863
151059726264000,20197000,46.125,-0.4375,-36.8125,59.01582150152618
151059747698000,21434000,45.875,-0.1875,-36.5625,58.66316721333754
151059766830000,19132000,46.375,0.0625,-36.3125,58.90027323790612
151059787864000,21034000,46.625,0.0625,-36.0625,58.9440280053883
151059808124000,20260000,47.125,-0.4375,-36.0625,59.34189866780469
151059829151000,21027000,46.875,-0.1875,-36.3125,59.29501191078386
151059848192000,19041000,46.625,0.3125,-36.5625,59.252043741123394
151059867759000,19567000,46.625,0.0625,-36.3125,59.09731116979858
151059887771000,20012000,46.875,0.5625,-36.5625,59.45080687005013
151059908501000,20730000,47.125,0.0625,-36.8125,59.79907764756911
